aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
CPR,3,27,3,0,"['Carrier (66 min)', 'NAS (2 min)', 'Weather (0 min)']"
CPR,4,30,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
CPR,5,76,6,6,"['Carrier (794 min)', 'Weather (495 min)', 'NAS (143 min)']"
CPR,6,145,38,17,"['Carrier (1706 min)', 'Late Aircraft (838 min)', 'NAS (486 min)']"
CPR,7,195,17,13,"['Carrier (1313 min)', 'NAS (535 min)', 'Late Aircraft (534 min)']"
CPR,8,180,26,21,"['Carrier (1227 min)', 'Late Aircraft (1187 min)', 'NAS (712 min)']"
CPR,9,178,11,10,"['Carrier (798 min)', 'Late Aircraft (318 min)', 'Weather (236 min)']"
CPR,10,162,19,7,"['Carrier (1588 min)', 'Weather (367 min)', 'NAS (326 min)']"
CPR,11,151,13,13,"['Carrier (1115 min)', 'Late Aircraft (741 min)', 'Weather (387 min)']"
CPR,12,151,11,5,"['Carrier (1054 min)', 'NAS (127 min)', 'Late Aircraft (84 min)']"
CRP,1,250,27,33,"['Late Aircraft (2806 min)', 'NAS (1576 min)', 'Weather (933 min)']"
CRP,2,286,23,4,"['NAS (406 min)', 'Carrier (400 min)', 'Late Aircraft (395 min)']"
CRP,3,278,32,14,"['Late Aircraft (1685 min)', 'Weather (608 min)', 'Carrier (553 min)']"
CRP,4,267,22,22,"['Late Aircraft (1922 min)', 'Weather (1306 min)', 'NAS (850 min)']"
CRP,5,217,48,48,"['Late Aircraft (4623 min)', 'NAS (2346 min)', 'Weather (2102 min)']"
CRP,6,231,50,27,"['Late Aircraft (3667 min)', 'NAS (1050 min)', 'Carrier (835 min)']"
CRP,7,278,46,32,"['Late Aircraft (3495 min)', 'NAS (1281 min)', 'Carrier (829 min)']"
CRP,8,293,15,10,"['Carrier (1298 min)', 'Late Aircraft (539 min)', 'NAS (453 min)']"
CRP,9,278,19,7,"['Carrier (1311 min)', 'NAS (477 min)', 'Late Aircraft (339 min)']"
CRP,10,296,21,7,"['Late Aircraft (508 min)', 'Carrier (464 min)', 'NAS (344 min)']"
CRP,11,289,27,11,"['Carrier (1209 min)', 'Late Aircraft (641 min)', 'NAS (511 min)']"
CRP,12,234,28,27,"['Late Aircraft (1983 min)', 'Weather (1643 min)', 'Carrier (1369 min)']"
CRW,1,156,35,46,"['Weather (4179 min)', 'Carrier (4068 min)', 'NAS (2032 min)']"
CRW,2,196,20,22,"['Carrier (4521 min)', 'NAS (260 min)', 'Weather (254 min)']"
CRW,3,206,23,16,"['Carrier (2273 min)', 'Late Aircraft (923 min)', 'NAS (395 min)']"
CRW,4,206,36,17,"['Carrier (2464 min)', 'Late Aircraft (835 min)', 'NAS (413 min)']"
CRW,5,206,43,32,"['Carrier (2746 min)', 'Late Aircraft (1970 min)', 'Weather (1807 min)']"
CRW,6,228,21,35,"['Carrier (4944 min)', 'Weather (1444 min)', 'Late Aircraft (1123 min)']"
CRW,7,182,41,56,"['Carrier (5994 min)', 'Late Aircraft (3398 min)', 'NAS (1235 min)']"
CRW,8,205,46,33,"['Carrier (2241 min)', 'Late Aircraft (2190 min)', 'NAS (847 min)']"
CRW,9,221,25,38,"['Carrier (3538 min)', 'Late Aircraft (2675 min)', 'Weather (919 min)']"
CRW,10,272,26,18,"['Carrier (2020 min)', 'Late Aircraft (950 min)', 'NAS (541 min)']"
CRW,11,223,40,14,"['Late Aircraft (1516 min)', 'Carrier (1396 min)', 'NAS (506 min)']"
CRW,12,169,31,38,"['Carrier (3048 min)', 'Late Aircraft (1767 min)', 'NAS (608 min)']"
CSG,1,59,7,14,"['Carrier (2510 min)', 'Weather (683 min)', 'NAS (156 min)']"
CSG,2,67,4,7,"['Carrier (1173 min)', 'Weather (225 min)', 'NAS (31 min)']"
CSG,3,78,6,3,"['Carrier (352 min)', 'Late Aircraft (76 min)', 'NAS (75 min)']"
CSG,4,74,4,6,"['Carrier (1047 min)', 'NAS (15 min)', 'Weather (0 min)']"
CSG,5,65,10,12,"['Carrier (945 min)', 'Weather (739 min)', 'NAS (172 min)']"
CSG,6,67,9,6,"['Carrier (415 min)', 'Late Aircraft (289 min)', 'Weather (127 min)']"
CSG,7,58,7,13,"['Late Aircraft (1036 min)', 'Carrier (575 min)', 'NAS (339 min)']"
CSG,8,67,8,5,"['Carrier (436 min)', 'Late Aircraft (297 min)', 'NAS (180 min)']"
CSG,9,69,4,4,"['Carrier (368 min)', 'Late Aircraft (164 min)', 'Weather (56 min)']"
CSG,10,77,4,3,"['Carrier (265 min)', 'Late Aircraft (200 min)', 'NAS (16 min)']"
CSG,11,71,5,4,"['Late Aircraft (1953 min)', 'Carrier (175 min)', 'NAS (106 min)']"
CSG,12,65,4,4,"['Late Aircraft (499 min)', 'NAS (30 min)', 'Carrier (9 min)']"
CVG,1,2283,305,224,"['Late Aircraft (17698 min)', 'NAS (14216 min)', 'Carrier (12009 min)']"
CVG,2,2432,225,105,"['Carrier (7927 min)', 'NAS (6313 min)', 'Late Aircraft (5783 min)']"
CVG,3,2861,329,196,"['Late Aircraft (16239 min)', 'NAS (12579 min)', 'Carrier (10233 min)']"
CVG,4,2902,352,197,"['Late Aircraft (16229 min)', 'Carrier (13369 min)', 'NAS (10481 min)']"
CVG,5,2836,465,301,"['Late Aircraft (26021 min)', 'NAS (19199 min)', 'Carrier (15690 min)']"
CVG,6,2804,442,285,"['Late Aircraft (24740 min)', 'Carrier (20672 min)', 'NAS (16050 min)']"
CVG,7,2605,507,435,"['Carrier (36759 min)', 'Late Aircraft (31922 min)', 'NAS (16780 min)']"
CVG,8,2722,408,307,"['Carrier (21035 min)', 'Late Aircraft (19434 min)', 'NAS (16163 min)']"
CVG,9,2829,280,151,"['Late Aircraft (13367 min)', 'Carrier (12254 min)', 'NAS (7464 min)']"
CVG,10,3095,232,126,"['Carrier (10421 min)', 'Late Aircraft (9949 min)', 'NAS (4464 min)']"
CVG,11,2716,231,145,"['NAS (10267 min)', 'Carrier (9147 min)', 'Late Aircraft (8214 min)']"
CVG,12,2458,413,213,"['Carrier (15757 min)', 'Late Aircraft (14824 min)', 'NAS (14518 min)']"
CWA,1,49,0,6,"['Late Aircraft (608 min)', 'Carrier (371 min)', 'NAS (25 min)']"
CWA,2,45,3,1,"['Late Aircraft (157 min)', 'Weather (58 min)', 'NAS (51 min)']"
CWA,3,49,0,3,"['Carrier (483 min)', 'Late Aircraft (133 min)', 'NAS (14 min)']"
CWA,4,56,2,0,"['Carrier (29 min)', 'NAS (17 min)', 'Weather (0 min)']"
CWA,5,59,2,1,"['Weather (121 min)', 'NAS (98 min)', 'Late Aircraft (37 min)']"
CWA,6,48,5,7,"['Late Aircraft (681 min)', 'NAS (357 min)', 'Weather (189 min)']"
CWA,7,55,3,3,"['Carrier (265 min)', 'Late Aircraft (183 min)', 'NAS (79 min)']"
CWA,8,51,7,3,"['Late Aircraft (445 min)', 'NAS (165 min)', 'Carrier (124 min)']"
CWA,9,54,1,1,"['Late Aircraft (149 min)', 'Carrier (37 min)', 'NAS (35 min)']"
CWA,10,54,6,1,"['Carrier (104 min)', 'Late Aircraft (45 min)', 'NAS (20 min)']"
CWA,11,52,2,1,"['Carrier (116 min)', 'NAS (72 min)', 'Late Aircraft (52 min)']"
CWA,12,36,7,7,"['Late Aircraft (633 min)', 'Carrier (335 min)', 'Weather (259 min)']"
CYS,1,28,5,2,"['Carrier (299 min)', 'Late Aircraft (24 min)', 'Weather (0 min)']"
CYS,2,32,2,5,"['Late Aircraft (390 min)', 'Weather (178 min)', 'Carrier (176 min)']"
CYS,3,50,0,2,"['Carrier (472 min)', 'Weather (109 min)', 'NAS (30 min)']"
CYS,4,48,4,3,"['Weather (1076 min)', 'NAS (94 min)', 'Late Aircraft (34 min)']"
CYS,5,50,3,4,"['Weather (435 min)', 'NAS (190 min)', 'Late Aircraft (114 min)']"
CYS,6,43,3,3,"['Carrier (1522 min)', 'Late Aircraft (23 min)', 'NAS (20 min)']"
CYS,7,47,1,5,"['Late Aircraft (356 min)', 'Carrier (298 min)', 'Weather (125 min)']"
CYS,8,44,1,5,"['Late Aircraft (806 min)', 'Carrier (117 min)', 'NAS (56 min)']"
CYS,9,49,2,5,"['Late Aircraft (557 min)', 'Carrier (288 min)', 'NAS (15 min)']"
CYS,10,52,1,4,"['Late Aircraft (260 min)', 'Carrier (259 min)', 'Weather (37 min)']"
CYS,11,46,3,1,"['Late Aircraft (154 min)', 'Carrier (83 min)', 'Weather (77 min)']"
CYS,12,54,1,1,"['Late Aircraft (281 min)', 'NAS (11 min)', 'Carrier (6 min)']"
DAB,1,170,13,15,"['Carrier (1700 min)', 'Late Aircraft (1082 min)', 'Weather (541 min)']"
DAB,2,196,21,9,"['Carrier (1222 min)', 'Late Aircraft (587 min)', 'NAS (79 min)']"
DAB,3,217,25,14,"['Late Aircraft (1416 min)', 'Carrier (747 min)', 'NAS (460 min)']"
DAB,4,218,13,13,"['Late Aircraft (2214 min)', 'Carrier (1842 min)', 'NAS (105 min)']"
DAB,5,199,38,31,"['Late Aircraft (2061 min)', 'Carrier (1841 min)', 'NAS (798 min)']"
DAB,6,207,18,12,"['Late Aircraft (753 min)', 'Carrier (741 min)', 'Weather (391 min)']"
DAB,7,168,34,29,"['Late Aircraft (3503 min)', 'Carrier (1950 min)', 'NAS (931 min)']"
DAB,8,196,17,17,"['Late Aircraft (1517 min)', 'Carrier (919 min)', 'Weather (323 min)']"
DAB,9,184,21,14,"['Late Aircraft (1161 min)', 'Carrier (666 min)', 'Weather (423 min)']"
DAB,10,203,6,6,"['Late Aircraft (678 min)', 'Carrier (98 min)', 'NAS (76 min)']"
DAB,11,193,11,4,"['Late Aircraft (536 min)', 'NAS (138 min)', 'Carrier (126 min)']"
DAB,12,193,26,15,"['Carrier (1460 min)', 'Late Aircraft (1434 min)', 'NAS (165 min)']"
DAL,1,4204,1237,339,"['Late Aircraft (35813 min)', 'Carrier (19728 min)', 'NAS (12763 min)']"
DAL,2,4573,776,150,"['Late Aircraft (13559 min)', 'Carrier (13354 min)', 'NAS (7259 min)']"
DAL,3,4552,1223,413,"['Late Aircraft (38148 min)', 'Carrier (19190 min)', 'NAS (15575 min)']"
DAL,4,4393,1102,497,"['Late Aircraft (58719 min)', 'Carrier (20568 min)', 'NAS (12702 min)']"
DAL,5,3707,1471,818,"['Late Aircraft (90272 min)', 'Carrier (32930 min)', 'NAS (23851 min)']"
DAL,6,4241,1426,567,"['Late Aircraft (48467 min)', 'Carrier (37367 min)', 'NAS (15041 min)']"
DAL,7,4203,1584,580,"['Late Aircraft (52755 min)', 'Carrier (33916 min)', 'NAS (14519 min)']"
DAL,8,4592,968,293,"['Late Aircraft (26308 min)', 'Carrier (18626 min)', 'NAS (10292 min)']"
DAL,9,4596,798,179,"['Late Aircraft (19003 min)', 'Carrier (11703 min)', 'NAS (8724 min)']"
DAL,10,5099,835,161,"['Late Aircraft (15285 min)', 'Carrier (14435 min)', 'NAS (7107 min)']"
DAL,11,4782,903,222,"['Late Aircraft (28737 min)', 'Carrier (13132 min)', 'NAS (8871 min)']"
DAL,12,4397,1121,646,"['Late Aircraft (82781 min)', 'Carrier (24349 min)', 'NAS (12545 min)']"
DAY,1,431,38,61,"['Late Aircraft (4415 min)', 'Carrier (4009 min)', 'NAS (2174 min)']"
DAY,2,441,35,32,"['Carrier (3423 min)', 'Late Aircraft (2347 min)', 'NAS (860 min)']"
DAY,3,546,27,33,"['Late Aircraft (2516 min)', 'Carrier (1573 min)', 'NAS (1075 min)']"
DAY,4,582,40,43,"['Late Aircraft (3193 min)', 'NAS (2244 min)', 'Carrier (2129 min)']"
DAY,5,556,55,74,"['Late Aircraft (5791 min)', 'Carrier (4038 min)', 'NAS (3280 min)']"
DAY,6,484,66,41,"['Late Aircraft (5009 min)', 'Carrier (2908 min)', 'NAS (1859 min)']"
DAY,7,465,60,70,"['Late Aircraft (5783 min)', 'Carrier (4629 min)', 'NAS (3129 min)']"
DAY,8,495,50,54,"['Late Aircraft (4932 min)', 'Carrier (2802 min)', 'NAS (1644 min)']"
DAY,9,551,47,33,"['Late Aircraft (2978 min)', 'Carrier (2401 min)', 'NAS (1350 min)']"
DAY,10,548,26,24,"['Late Aircraft (2390 min)', 'Carrier (2301 min)', 'NAS (338 min)']"
DAY,11,516,34,22,"['Carrier (1926 min)', 'Late Aircraft (1906 min)', 'NAS (679 min)']"
DAY,12,426,66,54,"['Late Aircraft (4252 min)', 'Carrier (3097 min)', 'NAS (2027 min)']"
DCA,1,7615,1332,1104,"['Late Aircraft (93194 min)', 'Carrier (49202 min)', 'NAS (45948 min)']"
DCA,2,8505,1025,471,"['Late Aircraft (45925 min)', 'Carrier (27525 min)', 'NAS (15110 min)']"
DCA,3,8961,1377,734,"['Late Aircraft (69003 min)', 'Carrier (48113 min)', 'NAS (25490 min)']"
DCA,4,8922,1311,816,"['Late Aircraft (80925 min)', 'Carrier (44875 min)', 'NAS (30388 min)']"
DCA,5,8738,1753,1134,"['Late Aircraft (109697 min)', 'Carrier (61771 min)', 'NAS (59283 min)']"
DCA,6,8503,1459,969,"['Late Aircraft (94253 min)', 'Carrier (51216 min)', 'NAS (34479 min)']"
DCA,7,7979,1777,1535,"['Late Aircraft (153118 min)', 'Carrier (76426 min)', 'NAS (57022 min)']"
DCA,8,8352,1597,1213,"['Late Aircraft (114652 min)', 'Carrier (67575 min)', 'NAS (52189 min)']"
DCA,9,9507,1030,524,"['Late Aircraft (54404 min)', 'Carrier (30747 min)', 'NAS (22717 min)']"
DCA,10,9731,1025,469,"['Late Aircraft (43854 min)', 'Carrier (27575 min)', 'NAS (12521 min)']"
DCA,11,9241,1044,500,"['Late Aircraft (43622 min)', 'Carrier (31595 min)', 'NAS (17562 min)']"
DCA,12,7960,1694,1045,"['Late Aircraft (103789 min)', 'Carrier (48874 min)', 'NAS (30295 min)']"
DDC,1,38,1,5,"['Late Aircraft (978 min)', 'Weather (365 min)', 'NAS (134 min)']"
DDC,2,45,1,3,"['Carrier (622 min)', 'Late Aircraft (158 min)', 'NAS (71 min)']"
DDC,3,45,3,2,"['Late Aircraft (213 min)', 'Carrier (197 min)', 'NAS (115 min)']"
DDC,4,47,0,2,"['Carrier (906 min)', 'NAS (19 min)', 'Late Aircraft (10 min)']"
DDC,5,42,4,7,"['Late Aircraft (2359 min)', 'NAS (264 min)', 'Carrier (220 min)']"
DDC,6,39,9,2,"['Late Aircraft (1285 min)', 'NAS (327 min)', 'Carrier (133 min)']"
DDC,7,41,4,4,"['Late Aircraft (169 min)', 'NAS (155 min)', 'Carrier (149 min)']"
DDC,8,36,10,7,"['Carrier (643 min)', 'Late Aircraft (507 min)', 'NAS (321 min)']"
DDC,9,42,4,3,"['Carrier (1782 min)', 'Late Aircraft (146 min)', 'Weather (0 min)']"
DDC,10,38,4,8,"['Carrier (1750 min)', 'Late Aircraft (780 min)', 'NAS (42 min)']"
DDC,11,40,3,5,"['NAS (945 min)', 'Late Aircraft (712 min)', 'Weather (212 min)']"
DDC,12,41,3,7,"['Late Aircraft (337 min)', 'Carrier (333 min)', 'Weather (318 min)']"
DEC,1,37,6,9,"['Late Aircraft (2685 min)', 'Carrier (1007 min)', 'NAS (127 min)']"
DEC,2,58,3,7,"['Carrier (1507 min)', 'Late Aircraft (367 min)', 'Weather (98 min)']"
DEC,3,64,4,8,"['Carrier (1317 min)', 'Late Aircraft (992 min)', 'Weather (334 min)']"
DEC,4,65,7,7,"['Late Aircraft (976 min)', 'Carrier (178 min)', 'NAS (48 min)']"
DEC,5,52,5,20,"['Late Aircraft (4990 min)', 'Weather (995 min)', 'Carrier (591 min)']"
DEC,6,39,2,11,"['Late Aircraft (860 min)', 'Weather (524 min)', 'Carrier (387 min)']"
DEC,7,40,5,8,"['Carrier (1339 min)', 'Late Aircraft (593 min)', 'NAS (182 min)']"
DEC,8,38,7,8,"['Carrier (830 min)', 'Late Aircraft (789 min)', 'NAS (396 min)']"
DEC,9,43,4,5,"['Carrier (680 min)', 'Late Aircraft (532 min)', 'NAS (32 min)']"
DEC,10,51,2,0,"['NAS (64 min)', 'Late Aircraft (38 min)', 'Carrier (33 min)']"
DEC,11,41,5,4,"['Late Aircraft (653 min)', 'Carrier (167 min)', 'NAS (106 min)']"
DEC,12,39,9,4,"['Late Aircraft (770 min)', 'Carrier (108 min)', 'NAS (60 min)']"
DEN,1,15589,4410,1884,"['Late Aircraft (145532 min)', 'Carrier (134209 min)', 'NAS (51281 min)']"
DEN,2,16014,3430,1570,"['Late Aircraft (125777 min)', 'Carrier (108196 min)', 'NAS (93190 min)']"
DEN,3,18614,3929,1497,"['Late Aircraft (123563 min)', 'Carrier (103254 min)', 'NAS (73540 min)']"
DEN,4,18752,3966,1523,"['Late Aircraft (133585 min)', 'Carrier (106709 min)', 'NAS (68224 min)']"
DEN,5,18302,4866,2763,"['Late Aircraft (229232 min)', 'Carrier (146242 min)', 'NAS (77977 min)']"
DEN,6,19042,5365,2795,"['Late Aircraft (246290 min)', 'Carrier (165498 min)', 'NAS (76721 min)']"
DEN,7,19645,5178,2929,"['Late Aircraft (245533 min)', 'Carrier (188566 min)', 'NAS (65361 min)']"
DEN,8,19850,4602,2551,"['Late Aircraft (215628 min)', 'Carrier (164094 min)', 'NAS (84140 min)']"
DEN,9,21551,3079,1238,"['Late Aircraft (94761 min)', 'Carrier (90313 min)', 'NAS (30839 min)']"
DEN,10,22723,2779,1051,"['Carrier (83248 min)', 'Late Aircraft (77311 min)', 'NAS (28718 min)']"
DEN,11,19753,3225,1363,"['Late Aircraft (104917 min)', 'Carrier (102139 min)', 'NAS (99930 min)']"
DEN,12,20535,3389,1325,"['Late Aircraft (98278 min)', 'Carrier (90799 min)', 'NAS (39004 min)']"
DFW,1,15784,4111,2722,"['Late Aircraft (229633 min)', 'Carrier (143333 min)', 'NAS (81732 min)']"
DFW,2,18505,2871,1001,"['Carrier (84811 min)', 'Late Aircraft (84481 min)', 'NAS (33639 min)']"
DFW,3,17597,4510,2748,"['Late Aircraft (269360 min)', 'Carrier (137616 min)', 'NAS (75498 min)']"
DFW,4,17588,4008,2542,"['Late Aircraft (233611 min)', 'Carrier (122387 min)', 'NAS (74377 min)']"
DFW,5,15121,5401,4679,"['Late Aircraft (441901 min)', 'Carrier (240370 min)', 'Weather (129082 min)']"
DFW,6,16956,5979,3864,"['Late Aircraft (354834 min)', 'Carrier (230862 min)', 'NAS (85553 min)']"
DFW,7,17535,6250,4413,"['Late Aircraft (432841 min)', 'Carrier (274495 min)', 'NAS (94492 min)']"
DFW,8,19611,4846,2756,"['Late Aircraft (269246 min)', 'Carrier (181656 min)', 'NAS (57016 min)']"
DFW,9,20419,3665,1447,"['Late Aircraft (118149 min)', 'Carrier (109720 min)', 'NAS (45768 min)']"
DFW,10,22354,3499,1439,"['Carrier (119065 min)', 'Late Aircraft (109001 min)', 'NAS (27930 min)']"
DFW,11,19078,3428,1712,"['Late Aircraft (141780 min)', 'Carrier (109890 min)', 'NAS (54609 min)']"
DFW,12,18150,4268,2455,"['Late Aircraft (241686 min)', 'Carrier (136451 min)', 'Weather (81249 min)']"
DHN,1,51,5,5,"['Late Aircraft (1317 min)', 'Weather (269 min)', 'NAS (216 min)']"
DHN,2,52,3,2,"['Late Aircraft (264 min)', 'NAS (42 min)', 'Carrier (7 min)']"
DHN,3,56,5,1,"['NAS (191 min)', 'Late Aircraft (139 min)', 'Carrier (132 min)']"
DHN,4,55,2,3,"['Carrier (754 min)', 'NAS (65 min)', 'Weather (60 min)']"
DHN,5,48,9,5,"['Late Aircraft (386 min)', 'NAS (379 min)', 'Carrier (208 min)']"
DHN,6,53,1,6,"['Carrier (810 min)', 'Weather (142 min)', 'Late Aircraft (58 min)']"
DHN,7,48,7,6,"['Carrier (1577 min)', 'Weather (362 min)', 'NAS (308 min)']"
DHN,8,55,3,1,"['Carrier (279 min)', 'NAS (3 min)', 'Weather (0 min)']"
DHN,9,46,8,2,"['Late Aircraft (267 min)', 'Weather (234 min)', 'NAS (117 min)']"
DHN,10,53,5,4,"['Carrier (738 min)', 'Late Aircraft (190 min)', 'NAS (42 min)']"
DHN,11,69,4,4,"['Late Aircraft (632 min)', 'NAS (138 min)', 'Weather (130 min)']"
DHN,12,65,5,4,"['Carrier (567 min)', 'Late Aircraft (269 min)', 'NAS (266 min)']"
DIK,1,25,4,4,"['Weather (618 min)', 'Carrier (296 min)', 'Late Aircraft (282 min)']"
DIK,2,23,4,2,"['Carrier (216 min)', 'NAS (27 min)', 'Weather (22 min)']"
DIK,3,25,0,3,"['Weather (656 min)', 'NAS (443 min)', 'Carrier (0 min)']"
DIK,4,40,2,3,"['Carrier (843 min)', 'Late Aircraft (90 min)', 'Weather (0 min)']"
DIK,5,47,2,5,"['NAS (560 min)', 'Carrier (528 min)', 'Weather (123 min)']"
DIK,6,36,4,2,"['Carrier (1319 min)', 'Late Aircraft (117 min)', 'NAS (106 min)']"
DIK,7,46,1,3,"['Carrier (853 min)', 'Late Aircraft (27 min)', 'Weather (0 min)']"
DIK,8,47,0,3,"['NAS (151 min)', 'Carrier (145 min)', 'Late Aircraft (120 min)']"
DIK,9,46,1,2,"['Carrier (461 min)', 'Weather (122 min)', 'NAS (41 min)']"
DIK,10,53,2,1,"['Late Aircraft (158 min)', 'Carrier (111 min)', 'Weather (44 min)']"
DIK,11,38,3,7,"['Carrier (2750 min)', 'Late Aircraft (168 min)', 'Weather (42 min)']"
DIK,12,43,2,7,"['Late Aircraft (715 min)', 'Carrier (388 min)', 'Weather (373 min)']"
DLG,6,15,2,0,"['NAS (56 min)', 'Late Aircraft (40 min)', 'Carrier (17 min)']"
DLG,7,25,1,4,"['Late Aircraft (648 min)', 'NAS (103 min)', 'Security (55 min)']"
DLG,8,27,0,1,"['Late Aircraft (218 min)', 'NAS (15 min)', 'Carrier (0 min)']"
DLG,9,23,3,2,"['Late Aircraft (388 min)', 'NAS (26 min)', 'Carrier (21 min)']"
DLH,1,92,17,28,"['Carrier (3712 min)', 'Weather (987 min)', 'Late Aircraft (868 min)']"
DLH,2,114,9,5,"['Carrier (549 min)', 'Late Aircraft (131 min)', 'Weather (103 min)']"
DLH,3,128,5,8,"['Weather (659 min)', 'Carrier (650 min)', 'Late Aircraft (524 min)']"
DLH,4,156,9,4,"['Carrier (593 min)', 'Weather (101 min)', 'NAS (73 min)']"
DLH,5,141,11,21,"['Weather (1380 min)', 'NAS (754 min)', 'Carrier (691 min)']"
DLH,6,139,19,21,"['Carrier (3402 min)', 'Late Aircraft (1184 min)', 'NAS (875 min)']"
DLH,7,172,13,20,"['Carrier (1306 min)', 'Late Aircraft (1061 min)', 'NAS (664 min)']"
DLH,8,189,28,17,"['Late Aircraft (1334 min)', 'NAS (917 min)', 'Carrier (789 min)']"
DLH,9,203,15,6,"['Late Aircraft (780 min)', 'Carrier (233 min)', 'Weather (141 min)']"
DLH,10,206,11,4,"['Carrier (593 min)', 'Late Aircraft (70 min)', 'NAS (58 min)']"
DLH,11,157,10,9,"['Carrier (987 min)', 'Weather (660 min)', 'Late Aircraft (409 min)']"
DLH,12,109,22,24,"['Carrier (2192 min)', 'Weather (1497 min)', 'NAS (331 min)']"
DRO,1,205,21,33,"['Late Aircraft (3141 min)', 'Carrier (2765 min)', 'NAS (995 min)']"
DRO,2,207,19,11,"['Carrier (2185 min)', 'NAS (554 min)', 'Late Aircraft (420 min)']"
DRO,3,227,25,7,"['Carrier (1236 min)', 'NAS (663 min)', 'Weather (382 min)']"
DRO,4,204,17,18,"['Carrier (2690 min)', 'Late Aircraft (758 min)', 'NAS (697 min)']"
DRO,5,224,26,23,"['Carrier (2286 min)', 'NAS (932 min)', 'Late Aircraft (888 min)']"
DRO,6,279,38,31,"['Carrier (3252 min)', 'Weather (1523 min)', 'NAS (792 min)']"
DRO,7,291,45,26,"['Carrier (3121 min)', 'Late Aircraft (1398 min)', 'NAS (936 min)']"
DRO,8,290,31,30,"['Carrier (4662 min)', 'Late Aircraft (1429 min)', 'NAS (961 min)']"
DRO,9,287,24,19,"['Carrier (1618 min)', 'Late Aircraft (597 min)', 'NAS (368 min)']"
DRO,10,281,26,25,"['Carrier (3329 min)', 'Late Aircraft (1099 min)', 'Weather (745 min)']"
DRO,11,221,29,44,"['Carrier (4479 min)', 'Late Aircraft (1855 min)', 'Weather (1565 min)']"
DRO,12,260,28,24,"['Carrier (2281 min)', 'Late Aircraft (709 min)', 'Weather (508 min)']"
DSM,1,774,161,164,"['Carrier (11016 min)', 'Late Aircraft (10877 min)', 'Weather (8350 min)']"
DSM,2,915,93,77,"['Carrier (7361 min)', 'Late Aircraft (5017 min)', 'NAS (3760 min)']"
DSM,3,1044,124,69,"['Carrier (6356 min)', 'Late Aircraft (5888 min)', 'NAS (3527 min)']"
DSM,4,1064,106,54,"['Carrier (8102 min)', 'Late Aircraft (3188 min)', 'NAS (1496 min)']"
DSM,5,939,172,103,"['Late Aircraft (9261 min)', 'Carrier (8281 min)', 'NAS (4219 min)']"
DSM,6,958,181,113,"['Late Aircraft (10197 min)', 'Carrier (8861 min)', 'NAS (4254 min)']"
DSM,7,960,184,143,"['Carrier (12297 min)', 'Late Aircraft (12071 min)', 'NAS (4295 min)']"
DSM,8,1032,139,103,"['Late Aircraft (11162 min)', 'Carrier (4525 min)', 'NAS (4177 min)']"
DSM,9,1073,81,35,"['Carrier (4228 min)', 'Late Aircraft (2466 min)', 'NAS (1735 min)']"
DSM,10,1137,92,54,"['Carrier (7312 min)', 'Late Aircraft (4633 min)', 'NAS (1193 min)']"
DSM,11,1076,74,47,"['Carrier (3843 min)', 'Late Aircraft (2793 min)', 'NAS (1879 min)']"
DSM,12,912,142,110,"['Carrier (9900 min)', 'Late Aircraft (7421 min)', 'NAS (5101 min)']"
DTW,1,6299,1285,1092,"['Carrier (103697 min)', 'Weather (57124 min)', 'NAS (47055 min)']"
DTW,2,7230,711,313,"['Carrier (28584 min)', 'Late Aircraft (12843 min)', 'NAS (11416 min)']"
DTW,3,8477,1139,622,"['Carrier (51862 min)', 'Late Aircraft (29600 min)', 'NAS (29269 min)']"
DTW,4,8831,1058,573,"['Carrier (56653 min)', 'NAS (26414 min)', 'Late Aircraft (24458 min)']"
DTW,5,8983,1338,839,"['Carrier (74493 min)', 'Late Aircraft (44530 min)', 'NAS (36088 min)']"
DTW,6,8677,1542,1021,"['Carrier (102943 min)', 'Late Aircraft (45986 min)', 'NAS (37817 min)']"
DTW,7,8201,1613,1368,"['Carrier (141285 min)', 'Late Aircraft (65791 min)', 'NAS (38370 min)']"
DTW,8,8896,1588,1086,"['Carrier (102957 min)', 'Late Aircraft (45800 min)', 'NAS (44768 min)']"
DTW,9,9541,922,408,"['Carrier (47258 min)', 'Late Aircraft (13246 min)', 'NAS (12863 min)']"
DTW,10,9941,1007,444,"['Carrier (52199 min)', 'Late Aircraft (13734 min)', 'NAS (10750 min)']"
DTW,11,9138,906,489,"['Carrier (48455 min)', 'NAS (26201 min)', 'Late Aircraft (14917 min)']"
DTW,12,8218,1590,893,"['Carrier (100725 min)', 'NAS (30710 min)', 'Late Aircraft (30106 min)']"
DVL,1,31,1,4,"['Weather (112 min)', 'Late Aircraft (76 min)', 'Carrier (54 min)']"
DVL,2,31,3,5,"['Late Aircraft (2042 min)', 'Weather (192 min)', 'NAS (160 min)']"
DVL,3,45,2,4,"['Carrier (956 min)', 'Weather (143 min)', 'Late Aircraft (97 min)']"
DVL,4,53,0,1,"['Late Aircraft (102 min)', 'Carrier (28 min)', 'NAS (26 min)']"
DVL,5,51,0,5,"['Late Aircraft (479 min)', 'NAS (186 min)', 'Weather (137 min)']"
