aeroporto_partenza,mese,numero_ritardi_basso,dep_avg_basso,arr_avg_basso,numero_ritardi_medio,dep_avg_medio,arr_avg_medio,numero_ritardo_alto,dep_avg_alto,arr_avg_alto,cause_maggiori
PSM,7,22,-5.86,4.41,4,47.25,43.75,4,155.0,144.5,"['Late Aircraft (10 voli)', 'NAS (9 voli)', 'Carrier (6 voli)']"
PSM,8,15,-6.2,-8.33,1,35.0,18.0,5,375.0,371.2,"['Carrier (5 voli)', 'Late Aircraft (4 voli)', 'Weather (2 voli)']"
PSM,9,15,-6.27,-18.07,3,28.33,7.67,2,138.0,126.5,"['Late Aircraft (4 voli)', 'NAS (2 voli)', 'Weather (1 voli)']"
PSM,10,21,-4.14,1.48,1,46.0,35.0,1,110.0,105.0,"['Carrier (5 voli)', 'NAS (4 voli)', 'Weather (3 voli)']"
PSM,11,24,-9.33,-12.13,2,28.5,11.0,0,NULL,NULL,"['Late Aircraft (1 voli)']"
PSM,12,26,-9.08,-11.73,4,41.25,21.0,3,114.67,105.33,"['Late Aircraft (4 voli)', 'Carrier (3 voli)', 'NAS (3 voli)']"
PSP,1,1102,-4.53,-7.58,144,32.63,30.03,98,130.89,126.18,"['Carrier (161 voli)', 'NAS (139 voli)', 'Late Aircraft (137 voli)']"
PSP,2,1073,-3.53,-7.92,190,31.28,24.68,100,156.35,155.49,"['NAS (174 voli)', 'Carrier (113 voli)', 'Late Aircraft (100 voli)']"
PSP,3,1285,-2.92,-5.96,268,31.69,28.78,122,155.67,152.1,"['NAS (246 voli)', 'Late Aircraft (180 voli)', 'Carrier (176 voli)']"
PSP,4,1268,-3.88,-7.02,198,31.09,30.37,100,154.77,149.05,"['NAS (213 voli)', 'Late Aircraft (122 voli)', 'Carrier (111 voli)']"
PSP,5,901,-4.15,-7.56,148,33.44,30.02,75,151.75,148.77,"['NAS (134 voli)', 'Late Aircraft (106 voli)', 'Carrier (94 voli)']"
PSP,6,539,-4.16,-5.33,69,33.75,29.78,37,120.78,121.49,"['Carrier (68 voli)', 'NAS (65 voli)', 'Late Aircraft (50 voli)']"
PSP,7,490,-4.02,-6.61,69,33.36,32.41,39,139.97,138.46,"['NAS (62 voli)', 'Carrier (53 voli)', 'Late Aircraft (44 voli)']"
PSP,8,519,-4.9,-6.72,73,33.78,32.05,33,136.06,140.22,"['NAS (76 voli)', 'Carrier (50 voli)', 'Late Aircraft (40 voli)']"
PSP,9,609,-5.6,-9.17,69,32.91,32.2,29,103.83,98.93,"['NAS (64 voli)', 'Carrier (46 voli)', 'Late Aircraft (40 voli)']"
PSP,10,1008,-5.24,-8.35,77,33.91,29.87,42,167.64,166.4,"['NAS (77 voli)', 'Carrier (69 voli)', 'Late Aircraft (59 voli)']"
PSP,11,1100,-4.45,-7.5,114,30.75,27.46,46,145.5,149.62,"['NAS (102 voli)', 'Carrier (98 voli)', 'Late Aircraft (73 voli)']"
PSP,12,1122,-4.23,-8.02,150,30.75,26.89,68,176.29,171.97,"['Carrier (124 voli)', 'NAS (111 voli)', 'Late Aircraft (109 voli)']"
PVD,1,673,-3.22,-8.44,121,30.43,27.32,91,161.62,166.22,"['NAS (141 voli)', 'Late Aircraft (128 voli)', 'Carrier (97 voli)']"
PVD,2,732,-3.6,-12.38,74,26.66,19.41,26,164.58,156.15,"['NAS (65 voli)', 'Late Aircraft (56 voli)', 'Carrier (41 voli)']"
PVD,3,868,-4.03,-11.44,105,31.76,27.13,63,159.73,157.33,"['Late Aircraft (107 voli)', 'NAS (86 voli)', 'Carrier (82 voli)']"
PVD,4,995,-3.76,-10.24,103,30.96,24.88,62,168.55,167.39,"['Late Aircraft (110 voli)', 'Carrier (85 voli)', 'NAS (80 voli)']"
PVD,5,933,-3.33,-10.07,163,32.25,25.49,116,169.3,167.01,"['Late Aircraft (183 voli)', 'Carrier (142 voli)', 'NAS (140 voli)']"
PVD,6,954,-3.46,-8.98,157,30.28,24.7,105,203.89,200.71,"['Late Aircraft (139 voli)', 'NAS (135 voli)', 'Carrier (113 voli)']"
PVD,7,904,-2.49,-6.5,188,31.97,29.85,168,187.17,185.64,"['Late Aircraft (237 voli)', 'NAS (211 voli)', 'Carrier (204 voli)']"
PVD,8,1016,-2.87,-6.82,175,31.89,32.37,119,176.92,179.06,"['NAS (225 voli)', 'Late Aircraft (207 voli)', 'Carrier (131 voli)']"
PVD,9,1171,-4.51,-9.13,97,26.73,22.99,50,170.0,164.68,"['NAS (97 voli)', 'Carrier (77 voli)', 'Late Aircraft (73 voli)']"
PVD,10,1216,-3.83,-11.02,113,29.65,22.43,42,186.07,176.24,"['Carrier (85 voli)', 'Late Aircraft (75 voli)', 'NAS (63 voli)']"
PVD,11,1091,-4.02,-12.21,90,30.53,17.82,38,136.58,122.21,"['Late Aircraft (58 voli)', 'Carrier (54 voli)', 'NAS (45 voli)']"
PVD,12,1037,-2.72,-8.78,154,32.5,27.95,73,174.78,169.04,"['NAS (148 voli)', 'Carrier (134 voli)', 'Late Aircraft (134 voli)']"
PVU,1,118,-4.68,-12.06,16,34.5,24.56,10,173.8,173.1,"['Carrier (18 voli)', 'NAS (15 voli)', 'Weather (8 voli)']"
PVU,2,127,-5.97,-11.42,8,33.13,21.25,3,178.67,163.33,"['Carrier (7 voli)', 'NAS (5 voli)', 'Late Aircraft (3 voli)']"
PVU,3,142,-5.77,-6.53,14,37.79,35.36,13,283.46,286.38,"['NAS (21 voli)', 'Carrier (20 voli)', 'Late Aircraft (6 voli)']"
PVU,4,129,-8.12,-9.6,8,34.5,33.75,8,188.88,186.5,"['Carrier (10 voli)', 'NAS (10 voli)', 'Late Aircraft (7 voli)']"
PVU,5,140,-5.49,-5.76,14,28.07,20.86,6,134.83,134.0,"['Carrier (15 voli)', 'NAS (15 voli)', 'Late Aircraft (12 voli)']"
PVU,6,131,-6.03,-5.25,14,32.0,32.21,9,196.11,196.44,"['Carrier (14 voli)', 'NAS (13 voli)', 'Late Aircraft (9 voli)']"
PVU,7,118,-5.98,-5.97,18,35.0,32.33,20,248.1,246.4,"['Carrier (32 voli)', 'NAS (22 voli)', 'Late Aircraft (12 voli)']"
PVU,8,133,-7.26,-7.93,9,33.89,33.89,3,115.67,126.33,"['NAS (11 voli)', 'Carrier (10 voli)', 'Late Aircraft (5 voli)']"
PVU,9,117,-6.44,-10.0,10,32.4,30.6,11,113.36,115.55,"['Carrier (18 voli)', 'NAS (10 voli)', 'Late Aircraft (7 voli)']"
PVU,10,174,-6.05,-7.01,20,31.85,27.15,23,170.78,176.52,"['Carrier (35 voli)', 'NAS (22 voli)', 'Late Aircraft (11 voli)']"
PVU,11,183,-4.13,-7.27,35,35.2,28.46,29,191.9,193.54,"['Carrier (51 voli)', 'NAS (29 voli)', 'Late Aircraft (14 voli)']"
PVU,12,206,-4.82,-8.34,29,34.83,23.89,22,263.91,250.68,"['Carrier (33 voli)', 'NAS (22 voli)', 'Late Aircraft (12 voli)']"
PWM,1,388,-2.98,-9.77,61,31.52,28.54,46,130.8,137.33,"['NAS (74 voli)', 'Late Aircraft (69 voli)', 'Weather (50 voli)']"
PWM,2,409,-3.11,-13.73,45,26.64,10.13,17,238.24,226.06,"['Late Aircraft (21 voli)', 'Carrier (19 voli)', 'NAS (14 voli)']"
PWM,3,441,-3.28,-11.82,45,29.22,20.39,40,174.58,166.26,"['Late Aircraft (50 voli)', 'Carrier (34 voli)', 'NAS (34 voli)']"
PWM,4,492,-3.9,-8.62,50,33.5,27.08,30,230.67,234.23,"['NAS (53 voli)', 'Late Aircraft (42 voli)', 'Carrier (39 voli)']"
PWM,5,662,-4.35,-10.18,84,33.44,28.48,54,197.41,190.59,"['Carrier (72 voli)', 'Late Aircraft (71 voli)', 'NAS (64 voli)']"
PWM,6,932,-3.67,-7.89,151,34.13,33.16,116,161.29,159.27,"['NAS (172 voli)', 'Late Aircraft (169 voli)', 'Carrier (124 voli)']"
PWM,7,975,-2.96,-5.74,188,32.06,33.97,130,166.64,167.04,"['NAS (207 voli)', 'Late Aircraft (203 voli)', 'Carrier (180 voli)']"
PWM,8,1061,-2.77,-5.77,201,29.9,31.54,115,167.53,170.38,"['NAS (273 voli)', 'Late Aircraft (202 voli)', 'Carrier (173 voli)']"
PWM,9,1202,-4.03,-8.77,108,31.5,24.98,54,190.0,183.48,"['NAS (97 voli)', 'Late Aircraft (80 voli)', 'Carrier (78 voli)']"
PWM,10,1059,-3.05,-10.26,135,31.69,22.7,71,203.25,192.74,"['Carrier (121 voli)', 'Late Aircraft (75 voli)', 'NAS (74 voli)']"
PWM,11,634,-4.44,-12.01,77,29.58,18.17,37,146.16,134.32,"['Carrier (43 voli)', 'NAS (42 voli)', 'Late Aircraft (39 voli)']"
PWM,12,597,-3.54,-9.15,82,28.94,18.8,50,202.94,198.52,"['NAS (79 voli)', 'Late Aircraft (63 voli)', 'Carrier (61 voli)']"
RAP,1,209,-4.14,-9.98,26,37.31,34.62,25,181.84,169.64,"['Carrier (30 voli)', 'NAS (23 voli)', 'Weather (23 voli)']"
RAP,2,214,-3.96,-8.68,14,33.36,31.07,22,298.64,289.45,"['NAS (27 voli)', 'Weather (22 voli)', 'Carrier (21 voli)']"
RAP,3,236,-4.98,-9.13,22,31.14,25.95,19,167.32,162.32,"['NAS (21 voli)', 'Weather (19 voli)', 'Carrier (17 voli)']"
RAP,4,260,-4.82,-7.84,27,30.59,24.78,16,155.38,153.0,"['NAS (31 voli)', 'Carrier (28 voli)', 'Weather (14 voli)']"
RAP,5,305,-4.19,-9.49,28,32.11,26.57,37,150.22,145.7,"['NAS (28 voli)', 'Carrier (27 voli)', 'Late Aircraft (24 voli)']"
RAP,6,378,-3.27,-8.7,81,31.54,26.83,50,173.78,171.72,"['Carrier (71 voli)', 'Late Aircraft (58 voli)', 'NAS (56 voli)']"
RAP,7,396,-2.58,-4.54,101,33.25,32.09,52,143.88,139.54,"['Carrier (100 voli)', 'NAS (94 voli)', 'Late Aircraft (77 voli)']"
RAP,8,469,-3.39,-6.13,72,31.74,29.31,31,178.52,178.16,"['NAS (61 voli)', 'Carrier (60 voli)', 'Late Aircraft (47 voli)']"
RAP,9,466,-4.67,-9.47,54,28.69,25.0,16,276.25,270.94,"['Carrier (45 voli)', 'NAS (42 voli)', 'Late Aircraft (32 voli)']"
RAP,10,433,-4.17,-10.79,28,28.75,18.36,18,135.33,130.18,"['NAS (25 voli)', 'Carrier (24 voli)', 'Late Aircraft (15 voli)']"
RAP,11,359,-4.35,-6.61,30,30.37,20.9,32,134.47,131.28,"['NAS (42 voli)', 'Carrier (39 voli)', 'Late Aircraft (26 voli)']"
RAP,12,363,-3.13,-6.11,26,29.08,20.38,33,174.09,165.06,"['Carrier (50 voli)', 'NAS (46 voli)', 'Late Aircraft (26 voli)']"
RDD,1,73,-5.66,-15.0,4,19.75,4.0,5,207.8,204.4,"['Late Aircraft (3 voli)', 'NAS (3 voli)', 'Carrier (2 voli)']"
RDD,2,72,-5.15,-9.9,7,38.0,31.71,3,143.33,140.0,"['Carrier (8 voli)', 'NAS (4 voli)', 'Late Aircraft (3 voli)']"
RDD,3,103,-5.74,-8.69,3,32.33,25.33,2,246.0,238.5,"['Carrier (4 voli)', 'NAS (3 voli)', 'Weather (1 voli)']"
RDD,4,105,-5.24,-7.14,6,35.5,33.0,2,109.0,105.0,"['NAS (7 voli)', 'Carrier (5 voli)', 'Late Aircraft (3 voli)']"
RDD,5,91,-5.02,-5.76,12,28.25,35.42,5,245.6,243.8,"['NAS (20 voli)', 'Late Aircraft (9 voli)', 'Carrier (6 voli)']"
RDD,6,92,-4.07,-10.33,16,30.13,24.38,7,206.86,203.29,"['Late Aircraft (12 voli)', 'NAS (7 voli)', 'Carrier (7 voli)']"
RDD,7,102,-5.24,-9.43,12,38.08,30.67,8,143.25,135.88,"['Late Aircraft (15 voli)', 'Carrier (8 voli)', 'NAS (7 voli)']"
RDD,8,116,-6.2,-11.16,12,33.33,38.5,9,146.56,137.44,"['Late Aircraft (9 voli)', 'NAS (9 voli)', 'Carrier (7 voli)']"
RDD,9,122,-6.7,-12.69,15,28.4,33.07,7,216.0,210.14,"['NAS (16 voli)', 'Late Aircraft (12 voli)', 'Carrier (6 voli)']"
RDD,10,127,-6.65,-10.09,13,34.62,31.77,11,300.45,290.36,"['Carrier (18 voli)', 'NAS (8 voli)', 'Late Aircraft (7 voli)']"
RDD,11,122,-5.25,-6.57,12,33.83,35.0,9,276.11,276.33,"['NAS (14 voli)', 'Carrier (9 voli)', 'Late Aircraft (9 voli)']"
RDD,12,119,-5.82,-8.98,13,25.62,26.69,11,157.36,151.55,"['Carrier (8 voli)', 'Late Aircraft (7 voli)', 'NAS (7 voli)']"
RDM,1,313,-3.32,-6.07,52,30.33,39.81,66,282.21,285.18,"['Weather (100 voli)', 'NAS (83 voli)', 'Carrier (53 voli)']"
RDM,2,361,-4.59,-5.12,56,31.0,40.07,48,258.4,260.81,"['NAS (89 voli)', 'Carrier (52 voli)', 'Weather (35 voli)']"
RDM,3,412,-4.26,-5.05,65,32.75,28.82,39,177.87,175.03,"['NAS (80 voli)', 'Carrier (52 voli)', 'Late Aircraft (14 voli)']"
RDM,4,373,-5.0,-7.12,35,35.46,36.94,32,212.66,212.91,"['Carrier (49 voli)', 'NAS (47 voli)', 'Late Aircraft (7 voli)']"
RDM,5,376,-5.48,-9.83,53,33.3,28.92,22,239.41,233.68,"['NAS (36 voli)', 'Carrier (34 voli)', 'Late Aircraft (23 voli)']"
RDM,6,383,-3.29,-7.0,56,28.68,24.89,31,131.52,129.52,"['Carrier (56 voli)', 'NAS (36 voli)', 'Late Aircraft (31 voli)']"
RDM,7,372,-2.86,-6.11,84,31.02,27.17,45,167.89,165.57,"['Carrier (88 voli)', 'NAS (46 voli)', 'Late Aircraft (38 voli)']"
RDM,8,453,-3.6,-4.63,51,32.37,32.02,32,250.78,249.75,"['NAS (67 voli)', 'Carrier (51 voli)', 'Late Aircraft (33 voli)']"
RDM,9,456,-3.65,-3.93,43,30.42,31.51,30,156.13,158.2,"['NAS (70 voli)', 'Carrier (44 voli)', 'Late Aircraft (43 voli)']"
RDM,10,431,-4.7,-7.62,36,35.72,32.03,29,129.9,130.72,"['Carrier (42 voli)', 'NAS (36 voli)', 'Late Aircraft (22 voli)']"
RDM,11,415,-4.75,-9.41,28,33.36,33.96,14,126.79,126.43,"['NAS (32 voli)', 'Carrier (29 voli)', 'Late Aircraft (13 voli)']"
RDM,12,344,-3.04,-6.66,51,32.49,24.59,39,206.0,201.49,"['Carrier (59 voli)', 'Weather (55 voli)', 'NAS (39 voli)']"
RDU,1,3331,-3.39,-7.65,528,32.44,27.56,334,162.75,160.31,"['NAS (538 voli)', 'Late Aircraft (519 voli)', 'Carrier (498 voli)']"
RDU,2,3557,-3.69,-9.22,362,29.38,22.59,156,155.93,148.59,"['NAS (325 voli)', 'Late Aircraft (279 voli)', 'Carrier (263 voli)']"
RDU,3,3764,-2.69,-8.93,604,30.51,23.14,304,173.9,170.82,"['Late Aircraft (506 voli)', 'Carrier (454 voli)', 'NAS (450 voli)']"
RDU,4,4011,-3.02,-7.08,545,31.03,28.21,333,161.39,158.95,"['NAS (563 voli)', 'Late Aircraft (555 voli)', 'Carrier (448 voli)']"
RDU,5,4081,-2.5,-5.49,742,32.22,29.74,540,147.99,148.12,"['NAS (825 voli)', 'Late Aircraft (813 voli)', 'Carrier (690 voli)']"
RDU,6,4039,-2.23,-7.48,801,32.41,28.13,469,158.61,154.06,"['Carrier (710 voli)', 'Late Aircraft (694 voli)', 'NAS (673 voli)']"
RDU,7,3690,-2.78,-7.13,938,32.69,30.51,717,153.77,152.03,"['Late Aircraft (1011 voli)', 'Carrier (989 voli)', 'NAS (893 voli)']"
RDU,8,3883,-2.82,-8.08,772,32.25,28.1,585,183.91,180.04,"['Late Aircraft (828 voli)', 'NAS (780 voli)', 'Carrier (692 voli)']"
RDU,9,4165,-3.87,-8.32,473,30.65,24.52,279,152.02,146.12,"['NAS (464 voli)', 'Late Aircraft (424 voli)', 'Carrier (390 voli)']"
RDU,10,4473,-3.34,-8.85,474,29.97,22.42,192,162.63,155.89,"['NAS (399 voli)', 'Carrier (369 voli)', 'Late Aircraft (339 voli)']"
RDU,11,4231,-4.12,-9.51,426,31.05,23.33,212,142.65,136.59,"['NAS (423 voli)', 'Late Aircraft (304 voli)', 'Carrier (291 voli)']"
RDU,12,3833,-2.37,-7.95,650,30.86,22.46,305,130.7,124.63,"['NAS (537 voli)', 'Late Aircraft (503 voli)', 'Carrier (485 voli)']"
RFD,1,47,-5.17,-5.72,8,32.0,24.63,2,664.0,654.5,"['NAS (9 voli)', 'Carrier (3 voli)', 'Late Aircraft (3 voli)']"
RFD,2,45,-3.27,-12.89,9,31.56,19.0,4,73.75,73.5,"['NAS (8 voli)', 'Late Aircraft (7 voli)', 'Carrier (6 voli)']"
RFD,3,52,-6.73,-13.5,15,38.6,41.07,8,262.75,294.29,"['NAS (13 voli)', 'Late Aircraft (10 voli)', 'Carrier (4 voli)']"
RFD,4,38,-5.79,-16.53,3,39.33,30.0,7,300.71,294.57,"['Late Aircraft (6 voli)', 'NAS (5 voli)', 'Carrier (3 voli)']"
RFD,5,40,-6.15,-10.38,12,31.92,30.5,5,110.2,114.8,"['Late Aircraft (12 voli)', 'Carrier (8 voli)', 'NAS (8 voli)']"
RFD,6,48,-5.56,-9.75,11,28.09,26.82,5,209.4,206.6,"['Late Aircraft (10 voli)', 'NAS (9 voli)', 'Carrier (7 voli)']"
RFD,7,50,-1.32,-3.26,12,32.75,27.83,13,134.92,137.85,"['Late Aircraft (17 voli)', 'NAS (17 voli)', 'Carrier (10 voli)']"
RFD,8,39,-5.38,-5.26,8,35.0,28.75,10,116.9,117.1,"['Late Aircraft (12 voli)', 'Carrier (11 voli)', 'NAS (6 voli)']"
RFD,9,48,-5.6,-9.54,3,27.0,15.33,6,565.0,565.67,"['Carrier (6 voli)', 'NAS (5 voli)', 'Late Aircraft (2 voli)']"
RFD,10,42,-2.98,-8.0,12,32.75,34.08,6,132.33,129.67,"['Late Aircraft (16 voli)', 'Carrier (13 voli)', 'NAS (11 voli)']"
RFD,11,44,-6.27,-8.98,10,26.9,26.0,2,213.0,208.0,"['Carrier (7 voli)', 'Late Aircraft (7 voli)', 'NAS (5 voli)']"
RFD,12,60,-2.62,-10.14,9,30.67,21.56,8,285.75,281.88,"['Late Aircraft (10 voli)', 'Carrier (8 voli)', 'NAS (7 voli)']"
RHI,1,41,-4.76,-14.54,5,28.4,12.0,4,133.0,115.75,"['Carrier (5 voli)', 'Weather (3 voli)', 'NAS (1 voli)']"
RHI,2,34,-8.06,-13.74,2,25.0,28.0,3,172.0,149.0,"['Carrier (3 voli)', 'NAS (1 voli)', 'Weather (1 voli)']"
RHI,3,17,-3.24,-15.71,2,26.0,-2.5,3,83.67,61.67,"['Carrier (2 voli)', 'Weather (2 voli)', 'NAS (1 voli)']"
RHI,4,23,-7.91,-19.39,4,30.5,12.5,1,234.0,224.0,"['Weather (2 voli)', 'Carrier (1 voli)']"
RHI,5,50,-7.58,-19.32,2,45.0,32.5,3,117.67,105.33,"['Carrier (4 voli)', 'NAS (1 voli)', 'Weather (1 voli)']"
RHI,6,56,-6.41,-0.05,12,34.83,49.25,12,152.25,153.17,"['Carrier (29 voli)', 'NAS (18 voli)', 'Weather (9 voli)']"
RHI,7,56,-2.77,-5.32,20,36.5,43.95,11,119.73,116.82,"['NAS (20 voli)', 'Carrier (19 voli)', 'Weather (17 voli)']"
RHI,8,70,-5.09,-7.94,19,33.95,34.89,3,145.33,144.67,"['Carrier (13 voli)', 'NAS (12 voli)', 'Weather (12 voli)']"
RHI,9,51,-7.59,-14.0,4,20.75,21.75,2,266.0,259.0,"['NAS (4 voli)', 'Weather (3 voli)', 'Carrier (1 voli)']"
RHI,10,31,-5.61,-24.13,3,31.33,18.67,4,118.0,95.0,"['Carrier (6 voli)']"
RHI,11,27,-6.37,-20.19,4,36.5,23.75,3,83.33,69.0,"['Carrier (4 voli)', 'Weather (1 voli)']"
RHI,12,25,-4.64,-14.56,6,30.83,20.5,10,233.1,231.4,"['Carrier (16 voli)', 'NAS (7 voli)', 'Weather (2 voli)']"
RIC,1,998,-4.08,-6.27,162,32.22,30.03,93,209.28,208.05,"['NAS (214 voli)', 'Late Aircraft (142 voli)', 'Carrier (140 voli)']"
RIC,2,1033,-3.52,-7.76,127,29.64,22.37,58,178.81,170.64,"['NAS (129 voli)', 'Carrier (93 voli)', 'Late Aircraft (87 voli)']"
RIC,3,1112,-3.23,-8.15,180,33.17,27.98,104,159.35,157.36,"['NAS (164 voli)', 'Late Aircraft (149 voli)', 'Carrier (140 voli)']"
RIC,4,1219,-3.48,-7.42,190,31.81,25.17,102,155.93,152.71,"['NAS (163 voli)', 'Carrier (154 voli)', 'Late Aircraft (144 voli)']"
RIC,5,1316,-2.87,-7.96,244,32.82,27.29,159,177.13,177.58,"['NAS (227 voli)', 'Late Aircraft (208 voli)', 'Carrier (189 voli)']"
RIC,6,1197,-2.44,-8.83,216,31.32,23.57,148,176.68,173.18,"['Carrier (192 voli)', 'NAS (185 voli)', 'Late Aircraft (177 voli)']"
RIC,7,1060,-2.1,-7.83,274,33.36,29.52,198,171.21,167.74,"['Carrier (301 voli)', 'Late Aircraft (270 voli)', 'NAS (237 voli)']"
RIC,8,1131,-2.8,-7.59,216,31.32,26.49,120,162.35,157.87,"['NAS (205 voli)', 'Late Aircraft (188 voli)', 'Carrier (181 voli)']"
RIC,9,1264,-3.83,-8.55,120,31.07,26.17,53,141.19,140.91,"['NAS (110 voli)', 'Carrier (89 voli)', 'Late Aircraft (77 voli)']"
RIC,10,1384,-3.81,-9.67,125,31.02,23.32,36,187.28,178.78,"['NAS (90 voli)', 'Late Aircraft (71 voli)', 'Carrier (64 voli)']"
RIC,11,1233,-3.75,-9.96,130,29.9,19.91,51,128.14,120.12,"['Carrier (93 voli)', 'NAS (90 voli)', 'Late Aircraft (59 voli)']"
RIC,12,1125,-2.02,-8.28,245,30.62,23.47,97,129.68,123.63,"['Carrier (179 voli)', 'NAS (161 voli)', 'Late Aircraft (154 voli)']"
RIW,1,34,-6.44,-6.35,0,NULL,NULL,3,199.0,184.0,"['Carrier (2 voli)', 'Late Aircraft (2 voli)', 'NAS (2 voli)']"
RIW,2,29,-7.1,-9.04,5,29.6,19.4,1,321.0,317.0,"['Carrier (5 voli)', 'Weather (3 voli)', 'NAS (1 voli)']"
RIW,3,35,-6.17,-15.0,1,21.0,-3.0,1,529.0,514.0,"['Weather (2 voli)', 'Carrier (1 voli)']"
RIW,4,33,-7.55,-12.64,1,54.0,46.0,4,244.5,247.75,"['Carrier (3 voli)', 'NAS (2 voli)', 'Late Aircraft (1 voli)']"
RIW,5,36,-5.33,-12.86,1,28.0,6.0,2,584.0,584.0,"['NAS (2 voli)', 'Carrier (1 voli)', 'Late Aircraft (1 voli)']"
RIW,6,52,-6.87,-11.8,3,31.33,36.0,2,214.0,217.5,"['Carrier (5 voli)', 'NAS (4 voli)', 'Late Aircraft (2 voli)']"
RIW,7,56,-7.07,-9.39,2,44.0,45.5,4,148.5,150.5,"['NAS (5 voli)', 'Carrier (4 voli)', 'Late Aircraft (4 voli)']"
RIW,8,51,-5.1,-5.31,4,42.75,53.0,7,319.14,324.71,"['NAS (12 voli)', 'Late Aircraft (6 voli)', 'Carrier (5 voli)']"
RIW,9,53,-5.32,-10.11,2,25.0,20.5,5,162.8,169.8,"['NAS (6 voli)', 'Late Aircraft (5 voli)', 'Carrier (2 voli)']"
RIW,10,55,-7.25,-4.85,4,22.75,28.0,3,325.67,326.33,"['Carrier (6 voli)', 'Late Aircraft (4 voli)', 'NAS (4 voli)']"
RIW,11,47,-4.47,-6.77,4,22.5,10.75,4,317.25,314.25,"['Carrier (4 voli)', 'Late Aircraft (4 voli)', 'NAS (4 voli)']"
RIW,12,57,-6.23,-15.89,3,21.0,7.33,1,124.0,111.0,"['Carrier (2 voli)', 'Late Aircraft (1 voli)']"
RKS,1,33,-3.7,-5.82,1,26.0,11.0,2,176.0,176.0,"['NAS (4 voli)', 'Late Aircraft (2 voli)', 'Carrier (1 voli)']"
RKS,2,29,-3.0,-8.18,1,16.0,7.0,2,136.0,128.5,"['NAS (2 voli)', 'Weather (2 voli)', 'Carrier (1 voli)']"
RKS,3,32,-3.72,-11.69,0,NULL,NULL,3,321.0,303.0,"['Weather (3 voli)', 'NAS (2 voli)', 'Carrier (1 voli)']"
RKS,4,33,-4.58,-11.82,3,23.67,22.0,2,188.0,188.0,"['NAS (4 voli)', 'Late Aircraft (3 voli)', 'Carrier (2 voli)']"
RKS,5,34,-4.56,-12.32,1,57.0,55.0,5,369.2,364.2,"['Carrier (4 voli)', 'NAS (3 voli)', 'Late Aircraft (1 voli)']"
RKS,6,59,-7.12,-9.58,0,NULL,NULL,1,149.0,154.0,"['Carrier (1 voli)', 'NAS (1 voli)']"
RKS,7,54,-5.41,-8.85,1,37.0,30.0,6,217.5,218.83,"['Carrier (8 voli)', 'NAS (5 voli)', 'Late Aircraft (2 voli)']"
RKS,8,55,-5.47,-8.84,1,37.0,39.0,6,314.0,334.83,"['Carrier (7 voli)', 'NAS (6 voli)']"
RKS,9,54,-3.83,-8.96,3,26.67,24.67,3,128.33,135.33,"['Carrier (4 voli)', 'NAS (4 voli)', 'Late Aircraft (1 voli)']"
RKS,10,52,-4.19,-8.1,2,33.5,20.0,7,454.0,462.0,"['Carrier (8 voli)', 'NAS (6 voli)', 'Late Aircraft (2 voli)']"
RKS,11,39,-3.64,-10.67,3,38.67,44.0,5,121.2,132.2,"['NAS (5 voli)', 'Weather (4 voli)', 'Carrier (3 voli)']"
RKS,12,38,-3.58,-17.66,6,21.83,11.17,3,378.0,369.33,"['Late Aircraft (3 voli)', 'NAS (2 voli)', 'Weather (1 voli)']"
RNO,1,1187,-3.15,-9.34,179,29.82,24.17,107,159.72,157.55,"['NAS (129 voli)', 'Late Aircraft (125 voli)', 'Carrier (110 voli)']"
RNO,2,1116,-2.73,-8.25,151,31.59,28.91,112,169.75,174.49,"['NAS (171 voli)', 'Late Aircraft (132 voli)', 'Carrier (98 voli)']"
RNO,3,1310,-3.21,-6.16,213,32.2,33.16,123,160.15,162.29,"['NAS (268 voli)', 'Late Aircraft (172 voli)', 'Carrier (120 voli)']"
RNO,4,1344,-4.26,-8.01,186,31.38,28.62,85,175.82,178.19,"['NAS (170 voli)', 'Late Aircraft (136 voli)', 'Carrier (110 voli)']"
RNO,5,1399,-3.7,-9.17,173,32.15,27.55,107,165.74,165.12,"['Late Aircraft (149 voli)', 'NAS (133 voli)', 'Carrier (118 voli)']"
RNO,6,1421,-3.06,-8.58,245,31.49,24.29,100,156.02,149.93,"['Late Aircraft (200 voli)', 'Carrier (159 voli)', 'NAS (133 voli)']"
RNO,7,1444,-2.99,-7.37,258,31.31,26.8,170,168.22,165.24,"['Late Aircraft (265 voli)', 'Carrier (259 voli)', 'NAS (177 voli)']"
RNO,8,1541,-3.07,-7.54,245,30.23,24.78,127,126.88,122.86,"['Late Aircraft (230 voli)', 'Carrier (175 voli)', 'NAS (170 voli)']"
RNO,9,1581,-3.04,-6.66,189,31.4,27.5,88,135.23,130.82,"['Late Aircraft (159 voli)', 'NAS (154 voli)', 'Carrier (129 voli)']"
RNO,10,1593,-3.52,-6.98,179,31.97,29.32,64,125.06,124.39,"['NAS (155 voli)', 'Carrier (123 voli)', 'Late Aircraft (122 voli)']"
RNO,11,1465,-4.09,-7.94,136,31.3,29.03,75,175.2,172.19,"['NAS (141 voli)', 'Carrier (117 voli)', 'Late Aircraft (101 voli)']"
