codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
WN,DSM,139,2.0,184.0,12.84,0.0,2
WN,DSM,150,1.0,109.0,8.67,0.0,3
WN,DSM,146,1.0,142.0,8.04,0.0,4
WN,DSM,150,1.0,220.0,16.99,0.0,5
WN,DSM,143,1.0,288.0,12.97,0.0,6
WN,DSM,148,1.0,171.0,12.52,0.0,7
WN,DSM,150,1.0,69.0,5.35,0.0,8
WN,DSM,141,1.0,549.0,6.16,0.0,9
WN,DSM,147,1.0,259.0,9.24,0.0,10
WN,DSM,134,1.0,120.0,6.46,0.0,11
WN,DSM,145,1.0,223.0,9.68,0.0,12
WN,DTW,308,1.0,283.0,15.73,5.5,1
WN,DTW,279,1.0,226.0,7.5,0.0,2
WN,DTW,337,1.0,350.0,11.64,0.6,3
WN,DTW,324,1.0,182.0,6.15,0.0,4
WN,DTW,327,1.0,353.0,15.3,0.3,5
WN,DTW,351,1.0,330.0,14.05,0.3,6
WN,DTW,361,1.0,230.0,14.8,0.6,7
WN,DTW,358,1.0,267.0,10.33,1.1,8
WN,DTW,352,1.0,180.0,4.84,0.0,9
WN,DTW,361,1.0,65.0,2.41,0.0,10
WN,DTW,323,1.0,316.0,8.41,0.0,11
WN,DTW,322,1.0,380.0,9.41,0.0,12
WN,ECP,130,1.0,119.0,8.59,3.1,1
WN,ECP,115,1.0,71.0,2.98,0.9,2
WN,ECP,274,1.0,444.0,10.41,0.0,3
WN,ECP,294,1.0,471.0,12.3,0.3,4
WN,ECP,303,1.0,238.0,17.22,0.7,5
WN,ECP,440,1.0,273.0,14.01,0.2,6
WN,ECP,448,1.0,624.0,14.56,0.9,7
WN,ECP,337,1.0,213.0,8.91,0.3,8
WN,ECP,296,1.0,223.0,6.0,3.4,9
WN,ECP,212,1.0,74.0,3.0,0.0,10
WN,ECP,151,1.0,83.0,3.79,0.0,11
WN,ECP,153,1.0,272.0,14.78,0.0,12
WN,ELP,682,1.0,443.0,7.76,1.3,1
WN,ELP,608,1.0,321.0,6.78,0.3,2
WN,ELP,720,1.0,260.0,11.19,0.7,3
WN,ELP,704,1.0,327.0,9.59,0.0,4
WN,ELP,722,1.0,283.0,16.82,1.4,5
WN,ELP,771,1.0,263.0,12.99,0.4,6
WN,ELP,799,1.0,504.0,17.52,0.6,7
WN,ELP,755,1.0,236.0,8.24,0.4,8
WN,ELP,724,1.0,278.0,6.61,0.1,9
WN,ELP,793,1.0,339.0,6.03,0.3,10
WN,ELP,793,1.0,250.0,6.57,0.4,11
WN,ELP,830,1.0,354.0,12.27,0.6,12
WN,EUG,160,1.0,323.0,10.59,16.9,1
WN,EUG,143,1.0,323.0,10.99,0.7,2
WN,EUG,163,1.0,433.0,12.35,0.0,3
WN,EUG,160,2.0,268.0,10.12,0.0,4
WN,EUG,163,1.0,304.0,11.01,0.0,5
WN,EUG,166,2.0,111.0,6.64,0.0,6
WN,EUG,174,1.0,223.0,7.52,0.0,7
WN,EUG,124,2.0,123.0,5.78,0.0,8
WN,EUG,111,1.0,261.0,7.82,0.0,9
WN,EUG,110,1.0,49.0,1.4,0.0,10
WN,EUG,115,2.0,335.0,9.13,0.9,11
WN,EUG,125,2.0,259.0,11.23,1.6,12
WN,FAT,118,1.0,328.0,13.07,0.0,1
WN,FAT,101,1.0,269.0,17.0,1.0,2
WN,FAT,127,1.0,172.0,22.39,0.0,3
WN,FAT,122,1.0,159.0,14.07,0.0,4
WN,FAT,125,1.0,265.0,15.06,0.0,5
WN,FAT,135,1.0,325.0,11.75,0.0,6
WN,FAT,140,1.0,122.0,10.94,0.0,7
WN,FAT,123,1.0,123.0,8.65,0.0,8
WN,FAT,116,1.0,124.0,9.07,0.0,9
WN,FAT,136,1.0,133.0,5.26,0.0,10
WN,FAT,118,1.0,193.0,6.98,0.0,11
WN,FAT,130,1.0,287.0,11.04,0.0,12
WN,FLL,1407,1.0,465.0,19.58,1.9,1
WN,FLL,1371,1.0,439.0,18.07,0.1,2
WN,FLL,1670,1.0,503.0,28.53,2.0,3
WN,FLL,1312,1.0,288.0,14.23,1.1,4
WN,FLL,1224,1.0,328.0,22.33,0.3,5
WN,FLL,1182,1.0,402.0,17.79,3.6,6
WN,FLL,1171,1.0,329.0,15.1,0.9,7
WN,FLL,924,1.0,367.0,17.93,3.6,8
WN,FLL,839,1.0,326.0,9.06,0.4,9
WN,FLL,921,1.0,202.0,8.41,1.4,10
WN,FLL,1060,1.0,431.0,5.33,0.1,11
WN,FLL,1102,1.0,461.0,14.0,0.5,12
WN,GEG,260,1.0,173.0,10.44,0.0,1
WN,GEG,236,1.0,191.0,10.67,0.8,2
WN,GEG,317,1.0,137.0,7.99,0.0,3
WN,GEG,290,1.0,218.0,6.05,0.3,4
WN,GEG,285,1.0,149.0,5.06,0.0,5
WN,GEG,320,1.0,273.0,9.35,0.0,6
WN,GEG,334,1.0,200.0,8.69,0.0,7
WN,GEG,356,1.0,225.0,8.01,0.0,8
WN,GEG,345,1.0,173.0,3.84,0.0,9
WN,GEG,315,1.0,154.0,4.39,0.0,10
WN,GEG,297,1.0,178.0,7.74,0.0,11
WN,GEG,319,1.0,312.0,12.79,0.0,12
WN,GRR,159,1.0,464.0,20.99,6.3,1
WN,GRR,146,1.0,173.0,8.19,0.0,2
WN,GRR,190,1.0,510.0,15.74,0.0,3
WN,GRR,165,1.0,163.0,7.58,0.0,4
WN,GRR,163,1.0,292.0,14.62,0.0,5
WN,GRR,172,1.0,417.0,18.91,0.0,6
WN,GRR,174,1.0,302.0,14.44,0.0,7
WN,GRR,166,1.0,342.0,11.22,0.0,8
WN,GRR,157,1.0,109.0,7.05,0.0,9
WN,GRR,161,1.0,70.0,3.35,0.0,10
WN,GRR,146,1.0,326.0,10.09,0.0,11
WN,GRR,147,1.0,170.0,12.05,0.0,12
WN,GSP,105,1.0,146.0,8.76,1.0,1
WN,GSP,93,1.0,472.0,7.72,0.0,2
WN,GSP,124,2.0,115.0,6.1,0.0,3
WN,GSP,127,1.0,168.0,7.61,0.0,4
WN,GSP,128,1.0,278.0,17.05,0.8,5
WN,GSP,135,3.0,102.0,5.17,0.0,6
WN,GSP,138,1.0,454.0,15.14,0.7,7
WN,GSP,133,1.0,279.0,16.83,0.8,8
WN,GSP,129,1.0,229.0,8.72,2.3,9
WN,GSP,127,2.0,114.0,6.17,0.0,10
WN,GSP,118,2.0,100.0,3.11,0.0,11
WN,GSP,124,1.0,142.0,9.21,0.0,12
WN,HDN,100,1.0,130.0,18.57,1.0,1
WN,HDN,97,1.0,222.0,17.4,2.1,2
WN,HDN,103,2.0,185.0,9.67,2.9,3
WN,HDN,46,2.0,78.0,7.13,0.0,4
WN,HDN,30,2.0,94.0,8.47,0.0,5
WN,HDN,30,1.0,170.0,8.6,0.0,6
WN,HDN,31,1.0,106.0,10.1,0.0,7
WN,HDN,30,2.0,185.0,10.9,0.0,8
WN,HDN,23,4.0,39.0,1.87,0.0,9
WN,HDN,20,15.0,15.0,0.75,0.0,10
WN,HDN,30,5.0,168.0,17.77,0.0,11
WN,HDN,57,1.0,234.0,26.53,0.0,12
WN,HNL,1110,1.0,193.0,7.77,0.9,1
WN,HNL,1009,1.0,215.0,6.87,0.6,2
WN,HNL,1200,1.0,124.0,3.9,0.3,3
WN,HNL,1218,1.0,145.0,3.43,0.6,4
WN,HNL,1268,1.0,298.0,5.94,0.2,5
WN,HNL,1257,1.0,243.0,5.67,0.2,6
WN,HNL,1298,1.0,213.0,7.14,0.4,7
WN,HNL,1194,1.0,156.0,3.83,0.8,8
WN,HNL,1152,1.0,327.0,3.04,0.1,9
WN,HNL,1163,1.0,150.0,3.08,0.4,10
WN,HNL,1128,1.0,98.0,2.76,0.0,11
WN,HNL,1182,1.0,152.0,4.4,0.3,12
WN,HOU,4229,1.0,541.0,15.36,1.9,1
WN,HOU,3880,1.0,178.0,5.9,0.2,2
WN,HOU,4533,1.0,490.0,10.99,1.0,3
WN,HOU,4411,1.0,414.0,11.11,0.4,4
WN,HOU,4566,1.0,563.0,26.96,2.1,5
WN,HOU,4620,1.0,397.0,17.62,0.5,6
WN,HOU,4734,1.0,557.0,22.25,4.0,7
WN,HOU,4159,1.0,286.0,8.34,0.7,8
WN,HOU,3949,1.0,253.0,4.63,0.5,9
WN,HOU,4279,1.0,329.0,7.02,1.0,10
WN,HOU,4133,1.0,263.0,6.22,0.2,11
WN,HOU,4249,1.0,601.0,15.86,0.4,12
WN,HRL,177,1.0,301.0,14.12,0.0,1
WN,HRL,162,1.0,96.0,2.56,0.0,2
WN,HRL,171,1.0,231.0,8.6,0.6,3
WN,HRL,171,1.0,212.0,9.54,0.0,4
WN,HRL,177,1.0,361.0,24.14,1.7,5
WN,HRL,196,1.0,281.0,19.02,1.0,6
WN,HRL,207,1.0,260.0,23.03,1.9,7
WN,HRL,200,1.0,148.0,7.82,0.0,8
WN,HRL,191,1.0,229.0,6.63,0.5,9
WN,HRL,200,1.0,269.0,7.64,0.0,10
WN,HRL,199,1.0,242.0,6.21,0.5,11
WN,HRL,211,1.0,267.0,15.56,0.5,12
WN,IAD,64,1.0,144.0,14.17,0.0,1
WN,IAD,43,3.0,179.0,19.7,0.0,2
WN,IAD,70,3.0,128.0,6.93,0.0,3
WN,IAD,95,1.0,277.0,12.86,0.0,4
WN,IAD,106,1.0,149.0,11.01,0.0,5
WN,IAD,109,3.0,156.0,15.7,1.8,6
WN,IAD,113,1.0,240.0,18.12,0.0,7
WN,IAD,108,1.0,243.0,15.11,0.9,8
WN,IAD,105,1.0,110.0,7.16,0.0,9
WN,IAD,90,1.0,156.0,4.78,0.0,10
WN,IAD,99,1.0,415.0,10.46,0.0,11
WN,IAD,98,1.0,142.0,8.08,0.0,12
WN,IAH,422,1.0,556.0,14.56,5.0,1
WN,IAH,377,1.0,141.0,5.03,0.3,2
WN,IAH,408,1.0,768.0,13.55,0.7,3
WN,IAH,408,1.0,247.0,9.77,0.5,4
WN,IAH,424,1.0,478.0,30.73,0.9,5
WN,IAH,379,1.0,235.0,14.06,0.0,6
WN,IAH,390,1.0,386.0,19.09,3.8,7
WN,IAH,52,1.0,167.0,9.27,1.9,8
WN,ICT,152,1.0,265.0,14.56,2.0,1
WN,ICT,142,1.0,225.0,9.3,0.0,2
WN,ICT,150,1.0,132.0,7.79,0.7,3
WN,ICT,137,1.0,189.0,7.04,0.0,4
WN,ICT,136,1.0,177.0,7.89,0.0,5
WN,ICT,147,1.0,115.0,6.86,0.0,6
WN,ICT,155,1.0,126.0,8.1,0.0,7
WN,ICT,151,1.0,201.0,7.13,0.0,8
WN,ICT,145,2.0,138.0,4.01,0.0,9
WN,ICT,148,2.0,91.0,1.98,0.0,10
WN,ICT,135,1.0,56.0,2.28,0.0,11
WN,ICT,143,3.0,104.0,3.27,0.0,12
WN,IND,867,1.0,319.0,13.23,1.3,1
WN,IND,808,1.0,312.0,8.94,0.4,2
WN,IND,1166,1.0,284.0,17.38,1.5,3
WN,IND,997,1.0,377.0,11.43,0.3,4
WN,IND,972,1.0,465.0,18.77,0.4,5
WN,IND,970,1.0,393.0,11.83,0.1,6
WN,IND,994,1.0,395.0,16.05,0.4,7
WN,IND,821,1.0,314.0,11.46,1.0,8
WN,IND,762,1.0,370.0,7.27,0.5,9
WN,IND,985,1.0,392.0,5.68,4.7,10
WN,IND,911,1.0,179.0,4.96,0.5,11
WN,IND,909,1.0,344.0,11.86,0.0,12
WN,ISP,253,1.0,238.0,13.04,2.0,1
WN,ISP,217,1.0,118.0,4.68,1.4,2
WN,ISP,272,1.0,233.0,14.41,1.1,3
WN,ISP,247,1.0,521.0,18.15,0.4,4
WN,ISP,241,1.0,195.0,9.9,0.0,5
WN,ISP,236,1.0,461.0,14.86,0.4,6
WN,ISP,246,1.0,468.0,20.27,2.8,7
WN,ISP,228,1.0,505.0,23.67,0.4,8
WN,ISP,215,1.0,212.0,5.47,0.0,9
WN,ISP,186,1.0,203.0,5.74,2.7,10
WN,ISP,193,1.0,347.0,5.83,0.0,11
WN,ISP,229,1.0,289.0,16.41,1.3,12
WN,ITO,155,1.0,157.0,5.1,0.0,1
WN,ITO,145,1.0,49.0,1.08,0.0,2
WN,ITO,155,1.0,115.0,2.45,0.0,3
WN,ITO,150,1.0,78.0,2.03,0.0,4
WN,ITO,155,1.0,118.0,3.11,0.0,5
WN,ITO,150,1.0,30.0,1.39,0.0,6
WN,ITO,155,1.0,103.0,3.5,0.0,7
WN,ITO,155,2.0,96.0,1.99,3.9,8
WN,ITO,150,1.0,14.0,0.42,0.7,9
WN,ITO,155,1.0,96.0,2.95,0.0,10
WN,ITO,149,1.0,24.0,0.81,0.0,11
WN,ITO,155,1.0,35.0,1.25,0.0,12
WN,JAN,178,2.0,355.0,12.48,2.8,1
WN,JAN,156,1.0,106.0,3.25,0.6,2
WN,JAN,189,1.0,427.0,9.41,0.5,3
WN,JAN,187,1.0,220.0,8.88,0.0,4
WN,JAN,190,1.0,582.0,28.97,0.5,5
WN,JAN,126,1.0,363.0,17.94,0.0,6
WN,JAN,124,2.0,411.0,33.02,2.4,7
WN,JAN,119,1.0,225.0,11.25,0.0,8
WN,JAN,115,1.0,431.0,7.69,0.9,9
WN,JAN,124,1.0,276.0,7.64,0.0,10
WN,JAN,116,1.0,214.0,10.6,0.0,11
WN,JAN,124,1.0,226.0,15.57,1.6,12
WN,JAX,378,1.0,459.0,10.29,2.4,1
WN,JAX,340,1.0,229.0,5.2,0.0,2
WN,JAX,413,1.0,266.0,8.65,1.2,3
WN,JAX,392,1.0,222.0,9.31,0.3,4
WN,JAX,400,1.0,458.0,13.89,0.0,5
WN,JAX,390,1.0,316.0,15.2,0.0,6
WN,JAX,397,1.0,593.0,21.21,0.8,7
WN,JAX,400,1.0,168.0,9.32,4.3,8
WN,JAX,387,1.0,135.0,4.35,3.1,9
WN,JAX,417,1.0,168.0,5.9,0.0,10
WN,JAX,395,1.0,236.0,5.95,0.0,11
WN,JAX,418,1.0,275.0,10.19,0.0,12
WN,KOA,253,1.0,99.0,5.98,0.8,1
WN,KOA,240,1.0,473.0,9.48,1.3,2
WN,KOA,268,1.0,102.0,2.34,0.0,3
WN,KOA,266,1.0,168.0,2.45,1.1,4
WN,KOA,276,1.0,170.0,3.26,0.4,5
WN,KOA,315,1.0,215.0,2.98,0.0,6
WN,KOA,330,1.0,88.0,3.61,0.9,7
WN,KOA,283,1.0,108.0,2.13,0.4,8
WN,KOA,268,1.0,121.0,2.05,0.0,9
WN,KOA,276,1.0,136.0,2.77,0.0,10
WN,KOA,262,1.0,127.0,3.3,0.0,11
WN,KOA,275,1.0,102.0,2.01,1.1,12
WN,LAS,7020,1.0,241.0,12.63,1.7,1
WN,LAS,6310,1.0,459.0,13.12,1.2,2
WN,LAS,7435,1.0,339.0,19.59,0.9,3
WN,LAS,7182,1.0,324.0,12.33,0.2,4
WN,LAS,7274,1.0,316.0,14.22,0.3,5
WN,LAS,7128,1.0,370.0,15.33,0.1,6
WN,LAS,7323,1.0,490.0,19.64,0.5,7
WN,LAS,7142,1.0,381.0,12.38,0.2,8
WN,LAS,6824,1.0,442.0,10.99,0.2,9
WN,LAS,7349,1.0,311.0,8.17,0.4,10
WN,LAS,6889,1.0,278.0,6.76,0.1,11
WN,LAS,7049,1.0,442.0,10.57,0.4,12
WN,LAX,2096,1.0,385.0,12.43,1.4,1
WN,LAX,1864,1.0,345.0,12.91,0.6,2
WN,LAX,2172,1.0,319.0,14.39,0.6,3
WN,LAX,2159,1.0,235.0,14.17,0.5,4
WN,LAX,2178,1.0,399.0,17.68,0.6,5
WN,LAX,2270,1.0,333.0,16.24,0.2,6
WN,LAX,2354,1.0,422.0,15.04,0.4,7
WN,LAX,2207,1.0,265.0,8.38,0.4,8
WN,LAX,2110,1.0,202.0,7.98,0.0,9
WN,LAX,2163,1.0,269.0,6.34,0.1,10
WN,LAX,1975,1.0,383.0,7.32,0.1,11
WN,LAX,2045,1.0,238.0,9.37,0.3,12
WN,LBB,208,1.0,203.0,9.87,3.8,1
WN,LBB,189,1.0,293.0,8.47,0.5,2
WN,LBB,220,1.0,306.0,9.11,0.0,3
WN,LBB,214,1.0,321.0,12.12,0.5,4
WN,LBB,224,1.0,352.0,19.0,2.7,5
WN,LBB,213,1.0,292.0,8.69,0.0,6
WN,LBB,218,1.0,186.0,6.43,0.0,7
WN,LBB,220,1.0,155.0,6.61,0.5,8
WN,LBB,212,1.0,75.0,5.53,0.0,9
WN,LBB,218,1.0,168.0,5.94,0.0,10
WN,LBB,220,1.0,269.0,9.75,0.5,11
WN,LBB,237,1.0,310.0,14.68,1.3,12
WN,LGA,858,1.0,301.0,16.49,8.6,1
WN,LGA,678,1.0,250.0,6.64,3.1,2
WN,LGA,842,1.0,454.0,11.12,0.1,3
WN,LGA,895,1.0,444.0,14.5,0.7,4
WN,LGA,952,1.0,352.0,23.09,0.5,5
WN,LGA,922,1.0,379.0,20.78,0.5,6
WN,LGA,981,1.0,380.0,22.48,1.4,7
WN,LGA,957,1.0,406.0,20.6,6.6,8
WN,LGA,929,1.0,316.0,6.44,0.1,9
WN,LGA,930,1.0,407.0,7.12,0.2,10
WN,LGA,873,1.0,205.0,7.66,0.2,11
WN,LGA,967,1.0,257.0,16.17,1.0,12
WN,LGB,1365,1.0,258.0,9.2,1.8,1
WN,LGB,1259,1.0,237.0,8.29,0.6,2
WN,LGB,1351,1.0,241.0,9.77,0.7,3
WN,LGB,1320,1.0,282.0,7.62,0.4,4
WN,LGB,1364,1.0,271.0,9.89,0.3,5
WN,LGB,1329,1.0,260.0,8.22,0.2,6
WN,LGB,1382,1.0,327.0,10.56,0.4,7
WN,LGB,1285,1.0,222.0,6.56,0.1,8
WN,LGB,1228,1.0,272.0,6.27,0.0,9
WN,LGB,1308,1.0,240.0,9.02,0.5,10
WN,LGB,1288,1.0,213.0,4.98,0.2,11
WN,LGB,1334,1.0,391.0,14.13,1.2,12
WN,LIH,258,1.0,100.0,8.5,0.0,1
WN,LIH,243,1.0,163.0,5.48,0.4,2
WN,LIH,269,1.0,259.0,4.68,0.0,3
WN,LIH,267,1.0,80.0,2.11,0.4,4
WN,LIH,278,1.0,197.0,6.52,0.4,5
WN,LIH,289,1.0,178.0,5.15,0.0,6
WN,LIH,296,1.0,119.0,5.45,0.0,7
WN,LIH,274,1.0,172.0,2.31,0.0,8
WN,LIH,269,2.0,47.0,1.56,0.0,9
WN,LIH,274,1.0,96.0,1.01,0.0,10
WN,LIH,265,1.0,81.0,2.41,0.0,11
WN,LIH,274,1.0,107.0,2.25,0.4,12
WN,LIT,222,1.0,387.0,10.24,2.3,1
WN,LIT,200,1.0,169.0,7.27,0.0,2
WN,LIT,238,1.0,184.0,10.62,0.0,3
WN,LIT,232,1.0,276.0,10.02,0.0,4
WN,LIT,238,1.0,321.0,16.44,0.4,5
WN,LIT,203,1.0,181.0,12.19,0.0,6
WN,LIT,206,1.0,238.0,11.87,0.0,7
WN,LIT,198,1.0,85.0,5.03,0.5,8
WN,LIT,195,1.0,82.0,3.58,0.0,9
WN,LIT,208,1.0,274.0,6.78,0.0,10
WN,LIT,202,1.0,188.0,5.85,0.0,11
WN,LIT,213,1.0,266.0,12.83,0.0,12
WN,MAF,302,1.0,398.0,9.37,2.0,1
WN,MAF,278,1.0,136.0,3.71,0.4,2
WN,MAF,310,1.0,397.0,11.63,0.3,3
WN,MAF,307,1.0,393.0,13.89,1.0,4
WN,MAF,317,1.0,555.0,27.47,2.8,5
WN,MAF,311,1.0,255.0,12.34,0.6,6
WN,MAF,323,1.0,353.0,14.57,2.2,7
WN,MAF,299,1.0,240.0,9.28,0.0,8
WN,MAF,283,1.0,290.0,5.77,0.0,9
WN,MAF,309,1.0,225.0,5.18,0.6,10
WN,MAF,310,1.0,268.0,7.99,1.0,11
WN,MAF,322,1.0,279.0,13.96,0.9,12
WN,MCI,1863,1.0,560.0,14.93,6.2,1
WN,MCI,1682,1.0,287.0,6.83,0.2,2
WN,MCI,2137,1.0,534.0,10.06,0.7,3
WN,MCI,2036,1.0,341.0,12.36,0.6,4
WN,MCI,2061,1.0,386.0,16.11,0.6,5
WN,MCI,2136,1.0,358.0,12.35,0.1,6
WN,MCI,2198,1.0,349.0,14.17,0.4,7
WN,MCI,2045,1.0,406.0,9.74,0.4,8
WN,MCI,1943,1.0,253.0,5.97,0.2,9
WN,MCI,2074,1.0,328.0,6.37,1.1,10
WN,MCI,1848,1.0,308.0,7.19,0.4,11
WN,MCI,1903,1.0,328.0,10.11,0.2,12
WN,MCO,3754,1.0,478.0,15.98,2.1,1
WN,MCO,3548,1.0,255.0,10.45,0.1,2
WN,MCO,4436,1.0,815.0,23.66,2.5,3
WN,MCO,3962,1.0,329.0,13.17,0.8,4
WN,MCO,3927,1.0,661.0,23.2,0.7,5
WN,MCO,3965,1.0,423.0,21.07,0.2,6
WN,MCO,4050,1.0,389.0,23.64,0.7,7
WN,MCO,3228,1.0,343.0,17.08,2.4,8
WN,MCO,2936,1.0,294.0,7.3,0.2,9
WN,MCO,3620,1.0,230.0,6.07,7.3,10
WN,MCO,3519,1.0,257.0,6.04,0.2,11
WN,MCO,3666,1.0,591.0,12.38,0.2,12
WN,MDW,5193,1.0,368.0,14.66,8.9,1
WN,MDW,4604,1.0,304.0,6.55,0.2,2
WN,MDW,5896,1.0,508.0,12.04,0.6,3
WN,MDW,6005,1.0,397.0,10.85,0.2,4
WN,MDW,6232,1.0,371.0,21.46,0.6,5
WN,MDW,6829,1.0,492.0,19.5,0.2,6
WN,MDW,7152,1.0,356.0,19.46,1.0,7
WN,MDW,6496,1.0,365.0,13.89,0.7,8
WN,MDW,6173,1.0,300.0,6.81,0.2,9
WN,MDW,5980,1.0,343.0,5.49,0.9,10
WN,MDW,5162,1.0,523.0,7.74,0.3,11
WN,MDW,5307,1.0,391.0,11.04,0.5,12
WN,MEM,264,1.0,360.0,15.27,1.9,1
WN,MEM,225,1.0,154.0,5.27,0.0,2
WN,MEM,324,1.0,253.0,13.26,0.3,3
WN,MEM,316,1.0,457.0,13.05,0.0,4
WN,MEM,321,1.0,427.0,21.63,1.2,5
WN,MEM,307,1.0,337.0,19.22,0.0,6
WN,MEM,309,1.0,575.0,22.25,1.9,7
WN,MEM,277,1.0,510.0,11.17,0.7,8
WN,MEM,263,1.0,166.0,6.52,0.0,9
WN,MEM,322,1.0,314.0,5.78,0.9,10
WN,MEM,302,1.0,309.0,8.34,0.0,11
WN,MEM,306,1.0,474.0,16.28,0.7,12
WN,MHT,181,1.0,242.0,16.43,1.7,1
WN,MHT,150,3.0,161.0,5.64,0.0,2
WN,MHT,227,1.0,271.0,13.87,1.3,3
WN,MHT,239,1.0,279.0,11.79,0.4,4
WN,MHT,253,1.0,251.0,10.4,0.8,5
WN,MHT,222,1.0,209.0,10.89,0.0,6
WN,MHT,220,1.0,312.0,12.26,0.5,7
WN,MHT,255,1.0,354.0,12.64,0.4,8
WN,MHT,252,1.0,162.0,3.19,0.0,9
WN,MHT,243,1.0,175.0,5.46,0.8,10
WN,MHT,190,1.0,131.0,1.84,0.0,11
WN,MHT,223,1.0,154.0,7.89,0.0,12
WN,MIA,574,1.0,379.0,19.58,2.6,1
WN,MIA,544,1.0,317.0,11.6,0.2,2
WN,MIA,686,1.0,461.0,24.65,1.7,3
WN,MIA,566,1.0,325.0,14.9,1.1,4
WN,MIA,546,1.0,475.0,27.48,0.2,5
WN,MIA,498,1.0,573.0,22.66,5.0,6
WN,MIA,498,1.0,366.0,22.37,1.2,7
WN,MIA,365,1.0,312.0,23.45,3.0,8
WN,MIA,330,1.0,411.0,13.93,0.0,9
WN,MIA,350,1.0,501.0,8.1,0.3,10
WN,MIA,358,1.0,192.0,5.67,0.0,11
WN,MIA,379,1.0,541.0,18.44,1.1,12
WN,MKE,738,1.0,391.0,14.93,6.6,1
WN,MKE,716,1.0,294.0,5.86,0.3,2
WN,MKE,996,1.0,303.0,15.66,1.3,3
WN,MKE,830,1.0,374.0,11.13,0.4,4
WN,MKE,795,1.0,336.0,16.42,0.5,5
WN,MKE,766,1.0,197.0,9.49,0.0,6
WN,MKE,780,1.0,264.0,11.39,0.1,7
WN,MKE,777,1.0,202.0,8.15,0.9,8
WN,MKE,742,1.0,187.0,4.59,0.3,9
WN,MKE,808,1.0,169.0,5.03,1.7,10
WN,MKE,736,1.0,499.0,6.22,0.1,11
WN,MKE,756,1.0,322.0,9.6,0.1,12
WN,MSP,544,1.0,472.0,11.44,5.1,1
WN,MSP,495,1.0,247.0,7.72,0.2,2
WN,MSP,643,1.0,451.0,9.48,1.2,3
WN,MSP,612,1.0,214.0,8.19,0.3,4
WN,MSP,613,1.0,325.0,14.85,0.2,5
WN,MSP,662,1.0,309.0,19.82,0.2,6
WN,MSP,688,1.0,413.0,17.6,0.1,7
WN,MSP,617,1.0,331.0,11.66,0.5,8
WN,MSP,576,1.0,203.0,4.59,0.0,9
WN,MSP,571,1.0,148.0,3.45,0.0,10
WN,MSP,508,1.0,355.0,7.64,0.4,11
WN,MSP,582,1.0,354.0,10.69,0.7,12
WN,MSY,1606,1.0,473.0,17.22,1.9,1
WN,MSY,1481,1.0,298.0,8.74,0.0,2
WN,MSY,1688,1.0,304.0,14.29,0.8,3
WN,MSY,1629,1.0,483.0,13.99,1.0,4
WN,MSY,1667,1.0,429.0,23.48,0.8,5
WN,MSY,1586,1.0,474.0,16.9,0.5,6
WN,MSY,1616,1.0,401.0,22.19,0.6,7
WN,MSY,1422,1.0,486.0,12.05,0.8,8
WN,MSY,1333,1.0,273.0,7.49,3.8,9
WN,MSY,1629,1.0,293.0,8.27,1.4,10
WN,MSY,1524,1.0,237.0,7.5,0.4,11
WN,MSY,1545,1.0,437.0,13.46,0.1,12
WN,MTJ,99,2.0,242.0,15.34,0.0,1
WN,MTJ,95,1.0,249.0,19.09,0.0,2
WN,MTJ,100,2.0,91.0,9.28,1.0,3
WN,MTJ,47,7.0,98.0,6.34,0.0,4
WN,MTJ,31,4.0,121.0,10.9,0.0,5
WN,MTJ,34,1.0,170.0,18.97,0.0,6
WN,MTJ,35,1.0,371.0,26.03,0.0,7
WN,MTJ,32,3.0,73.0,4.59,0.0,8
WN,MTJ,30,1.0,37.0,3.93,0.0,9
WN,MTJ,31,2.0,34.0,3.48,0.0,10
WN,MTJ,30,2.0,163.0,8.5,0.0,11
WN,MTJ,54,2.0,333.0,21.54,0.0,12
WN,MYR,140,1.0,174.0,11.56,1.4,1
WN,MYR,129,1.0,24.0,0.93,0.0,2
WN,MYR,174,1.0,165.0,6.59,0.0,3
WN,MYR,178,1.0,272.0,11.1,0.6,4
WN,MYR,185,1.0,193.0,12.9,0.0,5
WN,MYR,294,1.0,324.0,11.27,0.0,6
WN,MYR,302,1.0,357.0,16.63,0.0,7
WN,MYR,244,2.0,415.0,17.14,4.9,8
WN,MYR,218,1.0,135.0,4.24,0.0,9
WN,MYR,203,1.0,149.0,4.67,0.0,10
WN,MYR,144,1.0,32.0,1.35,0.0,11
WN,MYR,142,1.0,51.0,2.24,0.0,12
WN,OAK,2979,1.0,259.0,8.94,1.3,1
WN,OAK,2673,1.0,302.0,9.02,0.9,2
WN,OAK,2928,1.0,269.0,10.96,0.5,3
WN,OAK,2934,1.0,243.0,7.89,0.4,4
WN,OAK,3034,1.0,481.0,10.22,0.4,5
WN,OAK,2979,1.0,233.0,11.17,0.2,6
WN,OAK,3074,1.0,470.0,12.57,0.4,7
WN,OAK,2956,1.0,401.0,9.53,0.3,8
WN,OAK,2826,1.0,270.0,8.82,0.4,9
WN,OAK,2801,1.0,389.0,8.97,0.3,10
WN,OAK,2586,1.0,189.0,5.75,0.4,11
WN,OAK,2677,1.0,345.0,10.86,0.9,12
